Worker_ID,Age,Industry,Job_Role,Years_Experience,AI_Tools_Used_Daily,AI_Hours_Per_Day,AI_Adoption_Level,Perceived_Usefulness,Skill_Anxiety_Score,Work_Hours_Per_Week,Meetings_Per_Week,Deep_Work_Hours,Interruptions_Per_Day,Sleep_Hours_Per_Night,Physical_Activity_Days,Stress_Level,Job_Satisfaction,Cognitive_Load_Score,Remote_Work_Ratio,Productivity_Score,Burnout_Label
2190,25,Education,Curriculum Designer,3.3,7,3.2,2,7,3,50.4,14,3.6,14,6.1,5,4,6,5,0.38,74.9,No Risk
2191,40,Technology,QA Engineer,16.9,6,3.3,2,6,4,49.1,10,2.3,16,5.3,4,6,3,4,0.67,51.7,No Risk
2192,30,Creative,Brand Strategist,4.2,7,4.9,3,7,8,51.4,7,3.2,13,7.2,1,7,5,6,0.44,60.5,At Risk
2193,22,Education,Researcher,0.7,8,4.6,3,10,8,44.5,10,0.5,14,6.8,1,10,4,6,0.34,53.9,At Risk
2194,32,Healthcare,Radiologist,8.7,0,0.3,0,6,3,52.7,10,4.7,10,5.9,5,5,7,2,0.18,68.7,No Risk
2195,43,Technology,Software Engineer,20.1,5,3.6,2,9,3,51.0,8,4.6,15,6.7,2,8,7,4,0.8,72.1,No Risk
2196,32,Finance,Financial Analyst,12.4,4,1.7,1,5,4,47.3,11,3.8,13,7.7,1,6,4,6,0.7,59.7,No Risk
2197,49,Finance,Financial Analyst,29.0,1,0.9,0,5,1,45.9,10,1.9,15,7.4,1,5,4,4,0.54,45.4,No Risk
2198,38,Legal,Lawyer,14.4,6,4.8,3,10,4,46.8,13,5.1,10,5.4,7,6,7,2,0.53,78.1,No Risk
2199,38,Healthcare,Nurse,15.1,2,0.1,0,1,4,54.5,6,3.2,11,8.1,0,6,6,3,0.15,54.6,No Risk
2200,34,Finance,Portfolio Manager,10.8,3,2.7,1,5,4,54.6,14,0.5,18,7.3,6,7,5,6,0.86,41.6,At Risk
2201,34,Creative,Brand Strategist,11.3,0,0.7,0,5,5,41.1,4,2.9,16,6.4,2,7,4,4,0.21,46.9,At Risk
2202,33,Technology,Data Scientist,12.0,5,4.4,2,10,3,48.3,8,2.6,10,5.5,4,7,8,6,0.7,64.6,No Risk
2203,33,Finance,Financial Analyst,11.7,7,4.9,3,10,5,45.3,13,2.4,17,8.0,1,5,5,4,0.54,76.3,No Risk
2204,39,Technology,QA Engineer,16.9,4,1.5,1,6,5,65.2,8,0.9,20,4.8,1,8,2,3,0.65,47.3,At Risk
2205,28,Education,Academic Advisor,4.1,5,3.0,2,8,4,45.0,8,3.7,11,7.1,2,5,7,4,0.14,68.2,No Risk
2206,26,Creative,Brand Strategist,2.3,4,2.8,1,7,7,55.1,10,1.3,13,7.5,4,7,8,3,0.3,66.1,No Risk
2207,26,Finance,Compliance Officer,6.1,3,1.9,1,3,6,66.9,10,4.1,14,5.9,2,9,4,4,0.74,55.3,At Risk
2208,51,Legal,Legal Analyst,29.9,4,6.0,2,7,2,49.5,10,1.8,9,5.5,1,7,6,6,0.8,55.9,No Risk
2209,39,Finance,Risk Manager,17.2,5,4.4,2,4,4,33.1,17,1.2,15,6.7,4,3,4,3,0.78,69.3,No Risk
2210,37,Creative,Video Producer,17.1,4,1.5,1,5,4,57.6,7,1.7,19,7.4,4,9,3,3,0.2,52.7,At Risk
2211,27,Education,Teacher,2.7,6,6.1,3,10,4,44.4,11,4.5,12,5.5,3,5,8,5,0.13,74.8,No Risk
2212,40,Legal,Contract Specialist,14.6,1,0.2,0,2,3,38.5,8,2.7,18,6.8,1,7,2,4,0.6,56.7,At Risk
2213,34,Technology,Product Manager,12.6,1,0.5,0,3,4,58.2,8,2.6,15,6.9,3,6,3,6,0.31,52.3,At Risk
2214,37,Creative,Copywriter,10.8,7,5.1,3,10,6,38.1,8,3.4,10,6.7,2,5,8,4,0.1,67.4,No Risk
2215,27,Education,Researcher,3.3,5,3.0,2,10,4,58.5,9,4.4,10,6.4,0,7,8,4,0.21,70.0,No Risk
2216,36,Finance,Financial Analyst,12.9,6,4.6,3,10,5,46.7,17,4.5,14,5.9,3,4,10,6,0.77,78.3,No Risk
2217,32,Legal,Contract Specialist,10.5,4,3.4,2,9,4,32.2,9,2.9,9,7.3,2,3,7,4,0.73,80.7,No Risk
2218,29,Finance,Risk Manager,5.0,5,3.8,2,8,5,54.1,9,1.3,13,5.3,4,6,5,6,0.48,51.7,At Risk
2219,41,Legal,Compliance Manager,22.4,4,3.2,2,9,2,29.0,9,4.0,11,8.6,2,3,5,2,0.55,92.6,No Risk
2220,23,Technology,Product Manager,4.8,0,0.6,0,4,8,43.6,19,2.2,14,7.5,3,6,8,5,0.63,49.2,No Risk
2221,40,Education,Professor,17.4,7,3.4,2,7,7,33.9,13,1.5,16,6.2,3,7,2,5,0.29,61.1,At Risk
2222,40,Healthcare,Nurse,17.3,4,3.8,2,8,3,44.4,7,0.5,16,5.9,0,7,6,5,0.03,57.3,No Risk
2223,28,Technology,Software Engineer,4.6,7,4.9,3,10,6,54.1,6,2.8,17,5.4,2,10,4,4,0.78,75.1,At Risk
2224,28,Technology,DevOps Engineer,7.4,6,4.5,2,9,3,50.4,7,5.8,14,4.9,1,8,7,4,0.29,74.7,No Risk
2225,33,Technology,QA Engineer,9.9,4,4.8,1,4,5,47.2,10,1.2,11,6.2,3,5,3,5,0.89,43.0,No Risk
2226,37,Finance,Compliance Officer,15.7,5,5.0,2,7,2,55.1,2,4.1,18,6.3,0,7,4,4,0.4,74.9,No Risk
2227,34,Finance,Compliance Officer,9.7,2,0.1,0,2,6,44.0,12,4.0,13,6.4,5,5,3,2,0.39,53.9,No Risk
2228,38,Healthcare,Physician,17.0,6,3.5,2,10,4,45.3,5,2.3,7,6.6,3,7,7,5,0.05,72.0,No Risk
2229,49,Finance,Financial Analyst,25.5,4,3.5,2,6,4,49.3,10,2.9,20,7.0,2,4,6,5,0.49,70.9,No Risk
2230,31,Finance,Accountant,7.1,3,3.0,1,8,7,40.2,12,2.7,13,8.8,2,3,8,2,0.54,81.4,No Risk
2231,22,Education,Professor,1.3,6,4.9,3,10,8,55.4,6,4.9,7,8.3,3,5,7,4,0.19,85.4,No Risk
2232,42,Technology,Software Engineer,17.5,9,5.1,3,10,3,49.1,6,2.9,17,7.6,5,5,8,6,0.27,66.4,No Risk
2233,48,Creative,UX Designer,23.4,8,5.3,3,10,5,54.2,9,1.8,13,6.1,4,5,7,7,0.13,71.9,No Risk
2234,38,Legal,Lawyer,18.7,6,1.6,1,5,6,44.1,14,3.9,12,5.5,3,5,6,3,0.86,62.9,No Risk
2235,26,Education,Professor,3.9,4,3.7,2,10,7,51.0,14,2.7,13,6.4,3,7,7,5,0.7,69.8,No Risk
2236,34,Healthcare,Medical Researcher,12.1,6,4.7,3,8,4,53.8,4,2.5,18,5.4,7,6,5,5,0.32,71.4,No Risk
2237,26,Legal,Legal Analyst,3.4,4,3.2,2,7,6,30.8,8,4.2,17,7.7,5,4,7,3,0.66,77.6,No Risk
2238,40,Technology,QA Engineer,18.5,2,1.7,1,5,4,33.8,6,3.8,10,7.4,2,5,6,3,0.42,54.0,No Risk
2239,24,Technology,Product Manager,4.1,6,4.6,3,10,8,44.0,8,5.8,11,6.7,2,6,10,5,0.39,77.8,No Risk
2240,33,Technology,QA Engineer,8.3,6,4.6,3,10,4,47.5,6,2.3,11,6.7,4,7,5,3,0.65,61.8,No Risk
2241,27,Education,Teacher,2.0,5,3.8,2,7,6,57.2,10,2.3,18,7.2,4,9,5,6,0.2,56.7,At Risk
2242,36,Technology,QA Engineer,12.5,4,3.8,1,6,5,49.1,7,3.5,15,6.8,7,4,7,4,0.77,65.1,No Risk
2243,32,Healthcare,Radiologist,7.5,0,0.9,0,2,6,48.2,11,4.2,10,6.6,3,7,3,4,0.16,49.4,At Risk
2244,36,Creative,UX Designer,15.3,4,3.3,2,8,7,59.3,9,5.1,17,7.4,3,5,7,5,0.17,80.2,No Risk
2245,35,Legal,Lawyer,14.0,4,3.3,2,10,4,58.0,7,4.6,9,6.1,3,6,7,4,0.53,72.0,No Risk
2246,27,Healthcare,Physician,6.9,8,3.6,2,4,6,38.9,5,2.8,7,6.6,5,4,6,3,0.53,69.9,No Risk
2247,40,Technology,Product Manager,17.2,3,1.6,0,4,5,53.9,12,1.5,15,6.8,2,4,2,6,0.74,43.4,No Risk
2248,35,Legal,Lawyer,10.3,1,0.2,0,5,3,44.8,10,2.9,15,8.5,1,4,4,2,0.49,65.0,No Risk
2249,27,Healthcare,Nurse,6.2,2,2.0,1,6,5,41.4,7,0.6,13,7.1,2,4,6,4,0.09,63.2,No Risk
2250,53,Technology,DevOps Engineer,31.3,3,2.1,1,6,6,43.2,5,5.2,14,7.6,4,4,6,3,0.58,73.8,No Risk
2251,39,Technology,Data Scientist,21.4,5,5.1,2,10,4,42.0,9,4.0,15,9.0,3,6,10,4,0.78,81.6,No Risk
2252,34,Creative,Video Producer,9.7,2,2.1,1,4,3,46.6,6,5.3,9,7.4,1,3,7,4,0.51,70.0,No Risk
2253,46,Education,Professor,23.1,4,4.2,2,6,6,46.3,13,1.6,4,8.0,4,4,6,1,0.3,78.9,No Risk
2254,50,Legal,Contract Specialist,26.3,10,4.6,3,6,2,58.4,6,2.8,14,4.8,3,4,7,6,0.63,53.9,No Risk
2255,34,Legal,Legal Analyst,13.1,2,1.8,1,7,3,61.0,10,4.7,12,5.7,4,6,5,2,0.43,60.5,No Risk
2256,38,Healthcare,Health Admin,11.6,6,5.3,3,10,2,45.3,6,3.5,16,6.5,1,4,6,6,0.17,72.0,No Risk
2257,27,Healthcare,Nurse,2.6,5,3.9,2,7,4,36.6,7,4.3,15,8.2,2,7,6,2,0.19,75.0,No Risk
2258,34,Finance,Financial Analyst,13.1,4,4.7,2,6,4,52.3,15,0.5,17,6.1,2,3,4,5,0.78,69.7,No Risk
2259,33,Finance,Portfolio Manager,7.7,6,5.2,3,10,5,56.0,9,2.9,14,6.1,2,7,6,5,0.68,61.9,No Risk
2260,36,Finance,Portfolio Manager,10.9,5,1.8,1,6,4,48.5,7,3.0,18,7.5,3,5,5,2,0.64,68.5,No Risk
2261,38,Education,Researcher,13.5,5,2.1,1,4,5,33.2,11,3.4,15,7.9,2,2,5,4,0.17,72.7,No Risk
2262,39,Healthcare,Radiologist,18.7,0,1.0,0,1,6,37.7,6,3.3,10,5.7,3,5,1,1,0.27,62.0,No Risk
2263,37,Legal,Contract Specialist,13.4,4,4.2,2,5,4,48.2,6,3.8,16,6.7,4,7,3,5,0.84,68.6,At Risk
2264,25,Finance,Risk Manager,5.3,5,5.3,2,5,2,42.1,10,3.5,23,6.4,1,4,5,7,0.64,56.9,No Risk
2265,27,Healthcare,Radiologist,6.2,5,3.2,2,6,7,39.0,6,3.9,16,5.3,3,4,5,6,0.46,64.2,No Risk
2266,31,Healthcare,Health Admin,11.8,1,0.9,0,4,4,61.2,7,2.0,11,7.1,2,4,4,5,0.53,56.2,No Risk
2267,33,Healthcare,Health Admin,9.2,2,0.2,0,4,2,36.0,5,2.5,10,8.3,5,4,4,1,0.39,65.8,No Risk
2268,43,Education,Academic Advisor,21.6,3,1.8,1,6,4,55.2,3,4.9,13,6.6,0,7,6,6,0.49,59.2,No Risk
2269,26,Technology,DevOps Engineer,0.3,3,1.6,1,7,10,48.8,7,3.0,8,6.8,4,7,5,3,0.39,74.1,At Risk
2270,32,Healthcare,Medical Researcher,12.2,6,4.2,2,9,5,51.9,8,2.4,13,7.7,3,3,8,3,0.15,82.7,No Risk
2271,43,Technology,Data Scientist,18.4,5,5.0,2,9,2,56.1,12,4.2,17,4.9,1,9,4,5,0.42,66.9,At Risk
2272,33,Finance,Accountant,7.5,2,1.5,1,6,2,40.0,3,3.0,9,6.3,0,1,6,4,0.55,66.4,No Risk
2273,39,Healthcare,Health Admin,11.5,2,1.3,0,2,6,41.6,5,3.9,12,6.2,1,4,4,6,0.24,43.6,No Risk
2274,34,Healthcare,Radiologist,8.6,1,0.2,0,1,6,47.8,3,2.4,15,7.8,1,5,2,3,0.35,55.5,No Risk
2275,37,Creative,Video Producer,13.5,4,3.5,2,7,6,32.2,6,1.5,20,7.7,2,7,5,5,0.29,74.4,At Risk
2276,33,Healthcare,Medical Researcher,8.7,6,5.6,3,10,5,61.7,9,3.1,8,5.7,4,7,6,4,0.25,66.4,No Risk
2277,40,Education,Academic Advisor,18.0,5,2.1,1,10,5,46.4,13,1.5,8,6.7,3,5,5,3,0.29,79.1,No Risk
2278,23,Healthcare,Nurse,0.2,6,4.7,3,10,8,41.0,9,3.2,17,5.6,3,5,10,3,0.09,72.5,No Risk
2279,32,Healthcare,Physician,8.6,9,6.4,3,10,3,57.3,6,3.4,9,5.0,4,9,7,4,0.26,63.0,At Risk
2280,37,Technology,Product Manager,15.6,1,0.7,0,6,5,44.7,13,2.6,13,5.5,4,4,5,2,0.41,60.8,No Risk
2281,39,Technology,Data Scientist,15.2,6,6.6,3,10,2,42.7,7,3.4,16,6.0,2,6,5,6,0.63,72.0,No Risk
2282,47,Finance,Compliance Officer,24.3,5,4.5,2,6,5,54.6,8,3.3,18,5.8,3,7,2,8,0.8,58.5,At Risk
2283,32,Finance,Compliance Officer,7.8,8,6.2,3,10,5,29.9,10,1.4,13,5.4,4,2,10,4,0.28,77.3,No Risk
2284,47,Technology,Software Engineer,24.0,4,3.4,2,10,2,50.4,13,4.9,18,6.1,3,4,6,4,0.78,81.7,No Risk
2285,30,Technology,QA Engineer,9.1,3,5.0,1,3,4,56.0,9,4.8,19,7.8,0,7,3,5,0.77,50.6,At Risk
2286,46,Technology,QA Engineer,23.3,8,6.0,3,8,6,41.8,6,4.7,15,5.6,1,7,8,4,0.61,62.7,No Risk
2287,42,Creative,Video Producer,20.5,4,1.8,1,10,6,35.2,11,3.3,10,7.7,6,4,8,1,0.1,79.9,No Risk
2288,28,Finance,Compliance Officer,7.4,8,6.3,3,10,4,51.9,11,3.5,23,6.1,4,6,7,7,0.29,67.2,No Risk
2289,37,Healthcare,Nurse,11.6,1,1.1,0,3,7,38.6,11,0.5,16,8.0,0,5,3,5,0.33,58.0,No Risk
2290,35,Technology,Software Engineer,11.7,4,4.0,2,8,7,65.0,10,5.6,17,5.1,4,9,6,7,0.87,59.8,At Risk
2291,40,Healthcare,Radiologist,15.6,2,1.5,1,8,5,41.3,5,2.1,12,7.1,2,5,1,3,0.4,71.6,No Risk
2292,33,Finance,Portfolio Manager,10.9,6,4.5,3,10,2,46.9,5,3.2,16,5.7,1,2,8,7,0.4,75.9,No Risk
2293,33,Technology,Product Manager,11.1,2,2.4,1,9,6,49.7,14,3.3,10,7.0,2,7,7,5,0.68,65.4,No Risk
2294,46,Healthcare,Medical Researcher,21.5,2,1.8,1,6,6,31.0,8,5.5,18,7.2,2,2,8,3,0.25,75.9,No Risk
2295,34,Technology,Data Scientist,11.9,4,3.0,2,9,3,47.5,11,3.9,13,6.1,1,4,4,4,0.66,75.1,No Risk
2296,42,Technology,Data Scientist,17.0,6,4.8,3,9,4,57.5,5,4.1,17,5.9,1,7,6,4,0.58,69.4,No Risk
2297,33,Technology,QA Engineer,10.4,3,3.0,1,4,4,44.9,5,2.9,12,7.6,3,4,4,5,0.68,62.8,No Risk
2298,48,Technology,Product Manager,29.3,5,3.5,2,6,1,37.8,12,3.9,14,8.6,2,3,7,1,0.73,80.1,No Risk
2299,30,Technology,DevOps Engineer,7.4,7,3.8,2,8,5,43.5,9,2.9,20,7.4,5,7,5,4,0.81,65.5,No Risk
2300,30,Finance,Risk Manager,9.8,2,2.8,1,7,7,30.2,8,2.0,16,7.2,2,2,6,2,0.65,76.4,No Risk
2301,47,Legal,Compliance Manager,27.5,7,4.8,3,7,4,46.2,12,1.3,13,6.8,3,2,5,4,0.57,73.0,No Risk
2302,31,Healthcare,Nurse,9.4,1,0.0,0,8,6,52.9,12,3.0,15,6.4,1,7,8,3,0.51,75.6,No Risk
2303,48,Healthcare,Physician,24.6,5,3.3,2,7,2,42.0,10,4.3,12,4.6,2,4,8,6,0.23,74.0,No Risk
2304,42,Finance,Risk Manager,18.2,6,5.5,2,6,5,52.6,4,2.9,18,6.5,2,4,4,6,0.71,64.4,No Risk
2305,34,Creative,Copywriter,10.1,5,2.0,1,6,4,33.6,9,4.0,9,8.3,4,3,8,1,0.08,80.6,No Risk
2306,22,Finance,Portfolio Manager,3.3,5,3.7,2,3,4,62.0,7,4.7,15,4.9,3,8,4,5,0.52,55.3,At Risk
2307,35,Technology,Data Scientist,16.4,7,5.6,3,10,5,57.6,6,1.1,11,5.5,0,8,6,5,0.74,54.7,At Risk
2308,36,Healthcare,Nurse,14.4,3,1.6,1,4,3,41.6,4,1.4,12,6.6,2,4,5,4,0.1,49.7,No Risk
2309,44,Technology,Software Engineer,23.8,1,1.1,0,1,5,33.4,6,2.9,19,6.9,2,5,2,3,0.58,54.8,No Risk
2310,48,Finance,Risk Manager,23.9,1,0.3,0,4,3,39.9,9,2.2,13,5.1,3,3,7,2,0.45,69.2,No Risk
2311,30,Healthcare,Nurse,4.4,4,3.4,2,8,5,49.3,10,3.2,16,7.5,0,10,5,3,0.37,61.5,At Risk
2312,41,Legal,Compliance Manager,17.2,3,1.8,1,10,1,54.2,7,2.6,12,5.8,5,5,5,3,0.65,76.1,No Risk
2313,41,Healthcare,Medical Researcher,17.3,6,4.6,3,10,4,31.6,9,3.5,10,6.2,5,5,9,5,0.41,81.1,No Risk
2314,44,Education,Professor,25.1,4,3.4,2,8,4,56.6,10,2.9,10,5.3,6,7,4,2,0.13,71.2,No Risk
2315,39,Creative,Copywriter,19.5,5,1.6,1,6,8,47.6,10,3.0,14,5.6,4,5,6,6,0.11,75.8,No Risk
2316,22,Technology,DevOps Engineer,0.0,5,4.5,2,3,10,37.7,12,2.8,18,6.6,3,8,4,5,0.56,56.2,At Risk
2317,34,Technology,Product Manager,13.6,6,3.3,2,8,3,26.6,7,3.1,11,6.3,1,4,4,1,0.68,83.4,No Risk
2318,26,Finance,Financial Analyst,3.6,6,5.3,3,10,6,49.6,11,5.6,19,6.7,2,8,5,5,0.62,75.1,At Risk
2319,33,Finance,Portfolio Manager,9.9,4,3.3,2,8,6,48.8,12,1.1,12,4.9,5,10,4,5,0.74,58.7,At Risk
2320,43,Finance,Compliance Officer,23.4,1,0.2,0,2,7,39.1,3,5.9,16,6.5,1,5,6,1,0.88,54.3,No Risk
2321,37,Creative,UX Designer,15.9,5,4.0,2,9,1,54.3,9,2.1,8,6.2,7,2,6,1,0.21,76.8,No Risk
2322,44,Education,Teacher,19.2,5,3.8,2,6,3,63.3,7,2.9,9,6.0,2,8,5,3,0.2,59.1,No Risk
2323,38,Healthcare,Medical Researcher,17.1,4,3.2,2,9,3,43.8,7,2.9,15,5.1,3,5,6,4,0.45,78.4,No Risk
2324,25,Finance,Portfolio Manager,0.0,7,5.3,3,10,10,42.5,9,5.3,20,6.7,7,4,8,4,0.62,89.2,No Risk
2325,22,Legal,Lawyer,0.1,4,1.5,1,9,10,59.2,8,3.6,15,4.0,2,9,4,5,0.54,64.1,At Risk
2326,36,Creative,Art Director,13.3,3,1.7,1,5,6,43.7,6,4.0,13,6.1,2,7,2,1,0.16,73.5,No Risk
2327,33,Legal,Legal Analyst,10.1,4,4.0,2,10,3,52.3,10,4.9,12,6.9,3,6,4,5,0.82,75.4,No Risk
2328,27,Technology,Product Manager,7.8,6,4.9,3,10,4,43.6,14,1.9,15,6.2,0,5,6,6,0.72,75.3,No Risk
2329,22,Healthcare,Health Admin,0.0,6,4.7,3,10,9,57.6,7,4.0,13,5.7,0,10,8,4,0.38,54.5,At Risk
2330,29,Technology,Data Scientist,8.9,8,5.1,3,8,2,38.5,9,5.9,21,7.2,2,3,7,3,0.45,86.4,No Risk
2331,33,Technology,Data Scientist,10.5,2,2.0,1,7,5,46.7,10,1.6,14,5.6,3,6,5,3,0.37,61.8,No Risk
2332,40,Technology,DevOps Engineer,17.3,6,3.8,2,7,4,49.4,9,4.5,22,7.1,2,5,6,6,0.71,52.2,No Risk
2333,37,Healthcare,Health Admin,15.7,5,1.6,1,6,5,44.0,9,2.3,11,6.7,4,3,7,4,0.53,56.6,No Risk
2334,48,Education,Curriculum Designer,25.5,2,2.9,1,8,3,40.4,8,2.9,16,5.4,3,6,6,3,0.53,82.4,No Risk
2335,27,Technology,QA Engineer,5.0,1,0.0,0,4,6,58.3,4,3.8,14,5.0,3,9,7,4,0.33,53.5,At Risk
2336,42,Finance,Portfolio Manager,18.8,3,2.0,1,7,4,52.0,6,2.2,11,6.4,7,4,6,3,0.5,67.3,No Risk
2337,35,Finance,Accountant,14.6,5,4.0,2,10,6,40.1,14,3.4,15,8.4,4,4,7,5,0.79,88.6,No Risk
2338,41,Finance,Accountant,17.3,2,1.8,1,7,4,30.4,4,4.0,15,7.6,3,3,6,1,0.63,95.3,No Risk
2339,32,Technology,Product Manager,11.0,2,3.4,1,5,2,57.3,14,3.1,13,6.9,1,6,6,6,0.48,54.6,No Risk
2340,44,Finance,Risk Manager,21.3,3,2.6,1,5,5,38.1,5,3.2,12,6.5,2,7,7,3,0.43,56.3,No Risk
2341,37,Education,Curriculum Designer,17.3,6,3.4,2,8,4,47.5,7,2.3,11,6.3,4,7,8,5,0.09,63.9,No Risk
2342,30,Technology,Software Engineer,11.3,3,1.7,1,10,3,46.2,9,3.1,12,5.9,5,4,10,4,0.72,72.9,No Risk
2343,35,Technology,Software Engineer,15.0,6,3.0,2,5,4,49.3,7,3.7,12,7.1,3,5,5,5,0.78,65.6,No Risk
2344,33,Finance,Portfolio Manager,10.9,4,2.8,1,6,5,32.0,7,4.8,14,6.3,5,2,7,3,0.5,82.3,No Risk
2345,39,Creative,Copywriter,13.3,7,4.7,3,10,3,45.7,1,6.0,7,7.7,3,3,7,5,0.05,87.2,No Risk
2346,26,Education,Teacher,4.5,0,0.3,0,5,4,43.9,5,2.3,15,5.8,2,7,3,4,0.3,49.4,At Risk
2347,35,Education,Teacher,11.1,0,0.0,0,4,5,43.6,4,4.5,15,8.2,4,7,4,2,0.58,69.3,No Risk
2348,38,Finance,Financial Analyst,15.8,6,3.0,2,5,5,52.7,17,2.7,15,5.6,4,7,2,4,0.45,69.3,At Risk
2349,35,Healthcare,Radiologist,13.5,7,4.7,3,10,3,49.8,5,5.4,16,5.9,1,8,7,4,0.28,73.7,No Risk
2350,46,Technology,Software Engineer,26.8,2,3.2,1,5,5,49.1,9,3.9,12,6.9,2,5,5,2,0.72,65.1,No Risk
2351,41,Healthcare,Nurse,19.7,1,1.2,0,2,5,39.2,15,3.4,9,7.5,1,6,6,1,0.27,51.1,No Risk
2352,35,Creative,UX Designer,10.7,6,5.7,3,10,2,62.2,10,2.9,9,7.3,4,7,4,5,0.23,79.0,No Risk
2353,37,Healthcare,Physician,15.2,0,1.4,0,7,5,41.7,12,2.2,12,5.3,1,5,3,3,0.25,58.1,No Risk
2354,37,Legal,Legal Analyst,13.7,2,1.7,1,7,4,48.1,9,3.1,16,5.7,6,5,5,1,0.57,75.0,No Risk
2355,38,Education,Academic Advisor,14.6,6,7.6,3,9,5,49.4,7,3.6,8,7.0,4,6,4,4,0.07,70.4,No Risk
2356,22,Technology,QA Engineer,1.9,6,4.7,3,10,8,52.1,7,5.1,12,5.7,0,6,5,4,0.77,79.3,No Risk
2357,33,Creative,Art Director,9.8,3,1.6,1,6,6,55.1,7,3.4,14,6.9,0,8,7,4,0.25,62.0,No Risk
2358,23,Technology,Product Manager,1.1,8,4.8,3,9,6,41.8,12,4.6,18,6.8,1,7,6,4,0.73,67.1,No Risk
2359,45,Healthcare,Nurse,26.7,5,3.6,2,8,2,53.6,13,3.6,12,7.7,5,6,8,4,0.23,77.1,No Risk
2360,35,Technology,DevOps Engineer,11.6,0,0.1,0,2,3,49.9,5,2.5,16,7.7,5,3,5,2,0.86,67.1,No Risk
2361,33,Technology,Product Manager,13.8,6,4.1,2,6,4,48.4,11,4.3,14,7.8,2,5,6,6,0.74,63.0,No Risk
2362,42,Finance,Compliance Officer,17.2,4,3.4,2,9,3,48.8,6,2.0,15,6.4,2,4,8,2,0.77,81.6,No Risk
2363,38,Finance,Financial Analyst,15.5,4,3.7,2,7,2,37.8,13,3.2,16,6.4,2,7,8,3,0.58,69.2,No Risk
2364,26,Healthcare,Physician,3.6,8,5.6,3,10,8,45.8,8,4.0,14,6.3,2,3,8,6,0.69,81.8,No Risk
2365,34,Healthcare,Medical Researcher,11.8,0,1.9,0,2,6,28.7,6,3.6,12,5.6,1,4,7,1,0.23,57.0,No Risk
2366,32,Technology,DevOps Engineer,8.4,5,4.4,2,7,5,44.6,10,3.6,13,6.1,3,6,5,3,0.72,70.1,No Risk
2367,22,Technology,QA Engineer,1.8,5,3.6,2,7,7,46.5,12,3.6,10,7.1,1,5,3,4,0.54,75.1,No Risk
2368,29,Healthcare,Nurse,7.6,2,5.3,1,5,7,34.3,4,4.5,16,6.1,1,3,6,3,0.12,63.3,No Risk
2369,34,Finance,Financial Analyst,12.2,4,3.6,2,7,4,49.4,13,2.4,12,6.3,3,5,7,4,0.63,77.8,No Risk
2370,34,Education,Curriculum Designer,10.8,4,3.6,2,8,5,56.7,8,4.0,11,4.5,1,7,6,4,0.43,59.7,No Risk
2371,23,Healthcare,Health Admin,1.6,7,4.6,3,10,7,50.2,7,3.8,13,7.3,1,6,5,3,0.06,66.8,No Risk
2372,44,Legal,Paralegal,21.6,8,4.6,3,10,6,48.5,2,2.7,13,7.1,3,6,5,4,0.56,75.7,No Risk
2373,34,Education,Academic Advisor,9.4,5,3.1,2,7,4,42.8,12,2.7,18,8.3,5,5,6,5,0.52,62.3,No Risk
2374,35,Finance,Risk Manager,13.6,2,2.2,1,5,6,48.5,8,5.2,10,7.2,1,6,6,3,0.56,63.7,No Risk
2375,38,Education,Academic Advisor,13.8,6,3.4,2,4,1,38.9,3,1.9,15,7.3,5,5,4,5,0.14,67.5,No Risk
2376,29,Technology,Software Engineer,6.5,2,1.9,1,5,8,26.2,7,3.6,15,6.8,5,6,7,3,0.59,62.7,No Risk
2377,39,Finance,Compliance Officer,18.7,2,1.6,1,4,5,58.1,3,4.4,19,4.5,0,7,5,3,0.59,51.1,No Risk
2378,32,Education,Curriculum Designer,6.7,4,3.4,2,8,6,54.7,6,2.8,12,4.3,1,7,4,4,0.45,57.2,At Risk
2379,28,Finance,Accountant,2.8,4,3.4,2,10,4,38.2,9,2.8,12,8.3,1,5,5,3,0.53,77.9,No Risk
2380,40,Education,Curriculum Designer,13.7,4,3.8,2,7,2,35.4,7,1.4,18,7.1,2,2,6,5,0.44,76.8,No Risk
2381,47,Legal,Lawyer,27.9,8,4.9,3,7,2,49.4,13,4.7,7,6.2,3,4,4,5,0.76,69.3,No Risk
2382,41,Legal,Paralegal,18.0,3,1.9,1,6,4,46.0,4,3.8,15,5.0,5,4,5,3,0.92,67.1,No Risk
2383,42,Creative,Copywriter,19.7,2,1.8,1,5,4,52.0,10,4.6,14,6.9,5,2,9,3,0.15,69.9,No Risk
2384,31,Finance,Compliance Officer,6.5,6,3.1,2,10,4,44.3,6,3.6,17,7.3,2,6,4,7,0.76,71.0,At Risk
2385,22,Finance,Portfolio Manager,0.0,6,3.3,2,4,10,56.2,5,1.9,17,7.1,2,10,3,5,0.53,48.6,At Risk
2386,47,Healthcare,Medical Researcher,27.4,0,0.0,0,2,1,42.3,5,3.7,10,7.3,1,5,3,3,0.26,57.5,No Risk
2387,51,Finance,Risk Manager,28.8,2,1.7,1,8,5,55.2,8,4.3,16,7.4,6,6,5,5,0.31,79.7,No Risk
2388,47,Healthcare,Radiologist,22.9,3,1.8,1,3,4,44.0,9,2.6,12,6.2,1,5,5,4,0.19,48.1,No Risk
